2026-03-17T10:58:24.430131+00:00,20.65,47.78,5,1006.64
2026-03-17T10:58:29.435038+00:00,20.16,47.64,5,1006.87
2026-03-17T10:58:34.439921+00:00,19.9,47.49,5,1006.92
2026-03-17T10:58:39.444880+00:00,20.29,47.47,5,1006.89
2026-03-17T10:58:44.449804+00:00,19.82,47.41,5,1006.8
2026-03-17T10:58:49.454739+00:00,20.68,47.25,5,1006.72
2026-03-17T10:58:54.460047+00:00,20.1,47.19,5,1006.75
2026-03-17T10:58:59.465024+00:00,20.15,47.42,5,1006.87
2026-03-17T10:59:04.469927+00:00,20.9,46.78,5,1006.86
2026-03-17T10:59:09.474972+00:00,21.0,46.89,5,1006.81
2026-03-17T10:59:14.480450+00:00,20.9,46.9,5,1007.01
2026-03-17T10:59:19.485945+00:00,19.78,46.7,5,1006.91
2026-03-17T10:59:24.490914+00:00,20.89,46.75,5,1006.85
2026-03-17T10:59:29.495807+00:00,20.86,46.71,5,1006.68
2026-03-17T10:59:34.500763+00:00,19.82,46.67,5,1006.87
2026-03-17T10:59:39.505745+00:00,20.18,46.69,5,1006.97
2026-03-17T10:59:44.510704+00:00,21.54,46.52,5,1006.85
2026-03-17T10:59:49.515611+00:00,20.97,46.58,5,1006.88
2026-03-17T10:59:54.520524+00:00,20.97,46.37,5,1006.99
2026-03-17T10:59:59.525436+00:00,21.14,46.31,5,1006.86
2026-03-17T11:00:04.530342+00:00,20.43,46.44,5,1006.79
2026-03-17T11:00:09.535298+00:00,21.14,46.31,5,1006.84
2026-03-17T11:00:14.540257+00:00,21.04,46.09,5,1006.88
2026-03-17T11:00:19.545166+00:00,20.6,45.96,5,1007.2
2026-03-17T11:00:24.550099+00:00,21.26,46.04,5,1007.12
2026-03-17T11:00:29.555035+00:00,20.9,46.03,5,1006.88
2026-03-17T11:00:34.559987+00:00,20.9,45.66,5,1006.99
2026-03-17T11:00:39.565005+00:00,21.26,45.79,5,1007.0
2026-03-17T11:00:44.569995+00:00,20.28,45.93,5,1007.04
2026-03-17T11:00:49.574929+00:00,20.58,45.65,5,1007.02
2026-03-17T11:00:54.579851+00:00,20.61,45.87,5,1006.92
2026-03-17T11:00:59.584806+00:00,21.36,45.95,5,1006.95
2026-03-17T11:01:04.589730+00:00,20.53,45.87,5,1006.98
2026-03-17T11:01:09.594745+00:00,20.81,45.49,5,1006.92
2026-03-17T11:01:14.599645+00:00,21.1,45.51,5,1006.87
2026-03-17T11:01:19.604576+00:00,21.18,45.66,5,1006.94
2026-03-17T11:01:24.609470+00:00,20.53,45.24,5,1007.07
2026-03-17T11:01:29.614431+00:00,21.49,45.57,5,1006.97
2026-03-17T11:01:34.619355+00:00,20.84,45.59,5,1006.91
2026-03-17T11:01:39.624326+00:00,20.82,45.62,5,1006.87
2026-03-17T11:01:44.629263+00:00,20.82,45.54,5,1006.87
2026-03-17T11:01:49.634239+00:00,21.42,45.63,5,1006.92
2026-03-17T11:01:54.639151+00:00,21.28,45.64,5,1006.99
2026-03-17T11:01:59.644072+00:00,21.38,45.69,5,1006.97
2026-03-17T11:02:04.649040+00:00,20.38,45.86,5,1006.72
2026-03-17T11:02:09.654050+00:00,21.38,45.63,5,1006.75
2026-03-17T11:02:14.659049+00:00,21.47,45.49,5,1006.94
2026-03-17T11:02:19.664504+00:00,21.47,45.27,5,1007.11
2026-03-17T11:02:24.669954+00:00,21.71,45.01,5,1007.1
2026-03-17T11:02:29.674900+00:00,20.77,44.87,5,1007.06
2026-03-17T11:02:34.679878+00:00,20.63,44.52,5,1006.93
2026-03-17T11:02:39.684847+00:00,20.88,44.4,5,1006.93
2026-03-17T11:02:44.689750+00:00,20.48,44.49,5,1006.82
2026-03-17T11:02:49.694703+00:00,21.09,44.29,5,1006.83
2026-03-17T11:02:54.699610+00:00,21.13,44.27,5,1006.8
2026-03-17T11:02:59.704468+00:00,21.89,44.19,5,1006.86
2026-03-17T11:03:04.709357+00:00,21.02,44.2,5,1006.98
2026-03-17T11:03:09.714420+00:00,21.89,43.9,5,1006.99
2026-03-17T11:03:14.719321+00:00,21.6,44.11,5,1006.97
2026-03-17T11:03:19.724226+00:00,21.13,43.72,5,1006.97
2026-03-17T11:03:24.729120+00:00,21.77,44.09,5,1007.05
2026-03-17T11:03:29.734064+00:00,21.75,44.11,5,1007.1
2026-03-17T11:03:34.738982+00:00,21.21,43.96,5,1006.94
2026-03-17T11:03:39.743943+00:00,21.28,44.32,5,1006.94
2026-03-17T11:03:44.748856+00:00,20.85,44.46,5,1006.96
2026-03-17T11:03:49.753972+00:00,21.43,44.17,5,1007.02
2026-03-17T11:03:54.758917+00:00,20.95,44.19,5,1007.04
2026-03-17T11:03:59.763862+00:00,21.21,44.43,5,1007.01
2026-03-17T11:04:04.768806+00:00,20.81,44.45,5,1007.3
2026-03-17T11:04:09.773774+00:00,20.91,44.4,5,1007.2
2026-03-17T11:04:14.778745+00:00,22.21,44.4,5,1007.28
2026-03-17T11:04:19.783675+00:00,21.38,44.24,5,1007.28
2026-03-17T11:04:24.788554+00:00,21.85,44.74,5,1007.21
2026-03-17T11:04:29.793468+00:00,21.05,44.39,5,1007.06
2026-03-17T11:04:34.798501+00:00,21.49,44.27,5,1007.08
2026-03-17T11:04:39.803412+00:00,21.27,44.7,5,1007.07
2026-03-17T11:04:44.808299+00:00,21.3,44.39,5,1006.93
2026-03-17T11:04:49.812872+00:00,21.66,44.36,5,1006.93
2026-03-17T11:04:54.817361+00:00,20.91,44.39,5,1006.93
2026-03-17T11:04:59.822298+00:00,21.27,44.11,5,1006.94
